season,team,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against,total_played,total_wins,total_draws,total_losses,total_goals_for,total_goals_against,goal_diff,points,season_int,squad_depth_900min,squad_depth_300min,avg_squad_age,avg_squad_market_value,total_squad_market_value,n_players_with_value,attack_defense_ratio,home_points,away_points,home_strength,away_strength,home_away_ratio,goals_per_game,goals_against_per_game,clean_sheet_proxy,u21_players,u21_total_min,youth_development_score,squad_turnover_rate,new_players_count,wage_efficiency_proxy
2020/21,Burnley,19,4,6,9,14,27,19,6,3,10,19,28,38,10,9,19,33,55,-22,39,2020,16,18,28.25,8269230.769230769,107500000.0,13,0.6,18,21,0.316,0.368,0.859,0.868,1.447,0.471,8.0,3337.0,8.87,5.56,1.0,0.3628
2020/21,Chelsea,19,9,6,4,31,18,19,10,4,5,27,18,38,19,10,9,58,36,22,67,2020,19,21,25.210526315789473,38388888.88888889,691000000.0,18,1.611,33,34,0.579,0.596,0.971,1.526,0.947,0.654,6.0,3693.0,9.85,28.57,6.0,0.097
2020/21,Crystal Palace,19,6,5,8,20,32,19,6,3,10,21,34,38,12,8,18,41,66,-25,44,2020,17,20,28.470588235294116,8656250.0,138500000.0,16,0.621,23,21,0.404,0.368,1.098,1.079,1.737,0.365,3.0,1710.0,4.55,20.0,4.0,0.3177
2020/21,Everton,19,6,4,9,24,28,19,11,4,4,23,20,38,17,8,13,47,48,-1,59,2020,16,18,25.9375,25800000.0,387000000.0,15,0.979,22,37,0.386,0.649,0.595,1.237,1.263,0.539,12.0,232.0,0.62,27.78,5.0,0.1525
2020/21,Fulham,19,2,4,13,9,28,19,3,9,7,18,25,38,5,13,20,27,53,-26,28,2020,14,20,24.357142857142858,11615384.615384616,151000000.0,13,0.509,10,18,0.175,0.316,0.554,0.711,1.395,0.49,3.0,270.0,0.72,70.0,14.0,0.1854
2020/21,Leeds,19,8,5,6,28,21,19,10,0,9,34,33,38,18,5,15,62,54,8,59,2020,16,19,25.3125,13875000.0,222000000.0,16,1.148,29,30,0.509,0.526,0.968,1.632,1.421,0.481,15.0,6112.0,16.27,100.0,19.0,0.2658
2020/21,Leicester,19,9,1,9,34,30,19,11,5,3,34,20,38,20,6,12,68,50,18,66,2020,17,21,25.352941176470587,25882352.94117647,440000000.0,17,1.36,28,38,0.491,0.667,0.736,1.789,1.316,0.519,8.0,3326.0,8.84,23.81,5.0,0.15
2020/21,Liverpool,19,10,3,6,29,20,19,10,6,3,39,22,38,20,9,9,68,42,26,69,2020,14,21,26.5,50230769.23076923,653000000.0,13,1.619,33,36,0.579,0.632,0.916,1.789,1.105,0.596,10.0,2890.0,7.68,33.33,7.0,0.1057
2020/21,Man City,19,13,2,4,43,17,19,14,3,2,40,15,38,27,5,6,83,32,51,86,2020,18,21,25.833333333333332,51882352.941176474,882000000.0,17,2.594,41,45,0.719,0.789,0.911,2.184,0.842,0.692,12.0,3345.0,8.92,14.29,3.0,0.0975
2020/21,Man United,19,9,4,6,38,28,19,12,7,0,35,16,38,21,11,6,73,44,29,74,2020,17,21,25.294117647058822,36352941.176470585,618000000.0,17,1.659,31,43,0.544,0.754,0.721,1.921,1.158,0.577,8.0,2352.0,6.26,28.57,6.0,0.1197
2020/21,Newcastle,19,6,5,8,26,33,19,6,4,9,20,29,38,12,9,17,46,62,-16,45,2020,21,26,26.38095238095238,10595238.095238095,222500000.0,21,0.742,23,22,0.404,0.386,1.047,1.211,1.632,0.404,4.0,1359.0,3.62,26.92,7.0,0.2022
2020/21,Sheffield United,19,5,1,13,12,27,19,2,1,16,8,36,38,7,2,29,20,63,-43,23,2020,17,21,25.235294117647058,7000000.0,112000000.0,16,0.317,16,7,0.281,0.123,2.285,0.526,1.658,0.394,12.0,4635.0,12.37,38.1,8.0,0.2054
2020/21,Southampton,19,8,3,8,28,25,19,4,4,11,19,43,38,12,7,19,47,68,-21,43,2020,15,19,26.2,14000000.0,196000000.0,14,0.691,27,16,0.474,0.281,1.687,1.237,1.789,0.346,10.0,444.0,1.19,31.58,6.0,0.2194
2020/21,Tottenham,19,10,3,6,35,20,19,8,5,6,33,25,38,18,8,12,68,45,23,62,2020,17,23,26.764705882352942,26642857.14285714,373000000.0,14,1.511,33,29,0.579,0.509,1.138,1.789,1.184,0.567,3.0,1.0,0.0,26.09,6.0,0.1662
2020/21,West Brom,19,3,6,10,15,39,19,2,5,12,20,37,38,5,11,22,35,76,-41,26,2020,17,22,25.294117647058822,6794117.647058823,115500000.0,17,0.461,15,11,0.263,0.193,1.363,0.921,2.0,0.269,7.0,2563.0,6.85,81.82,18.0,0.2251
2020/21,West Ham,19,10,4,5,32,22,19,9,4,6,30,25,38,19,8,11,62,47,15,65,2020,16,21,26.9375,19233333.333333332,288500000.0,15,1.319,34,31,0.596,0.544,1.096,1.632,1.237,0.548,5.0,523.0,1.39,23.81,5.0,0.2253
2020/21,Wolves,19,7,4,8,21,25,19,5,5,9,15,27,38,12,9,17,36,52,-16,45,2020,15,21,25.4,22642857.14285714,317000000.0,14,0.692,25,20,0.439,0.351,1.251,0.947,1.368,0.5,15.0,7030.0,18.69,47.62,10.0,0.142
2021/22,Arsenal,19,13,2,4,35,17,19,9,1,9,26,31,38,22,3,13,61,48,13,69,2021,16,21,24.125,29200000.0,438000000.0,15,1.271,41,28,0.719,0.491,1.464,1.605,1.263,0.539,16.0,4908.0,13.1,23.81,5.0,0.1575
2021/22,Aston Villa,19,6,5,8,29,29,19,7,1,11,23,25,38,13,6,19,52,54,-2,45,2021,15,22,26.266666666666666,23214285.714285713,325000000.0,14,0.963,23,22,0.404,0.386,1.047,1.368,1.421,0.481,13.0,2892.0,7.7,45.45,10.0,0.1385
2021/22,Brentford,19,7,3,9,22,21,19,6,4,9,26,35,38,13,7,18,48,56,-8,46,2021,17,21,24.647058823529413,14029411.764705881,238500000.0,17,0.857,24,22,0.421,0.386,1.091,1.263,1.474,0.461,8.0,60.0,0.16,,,0.1929
2021/22,Brighton,19,5,7,7,19,23,19,7,8,4,23,21,38,12,15,11,42,44,-2,51,2021,18,20,26.055555555555557,14777777.777777778,266000000.0,18,0.955,22,29,0.386,0.509,0.758,1.105,1.158,0.577,10.0,2317.0,6.17,20.0,4.0,0.1917
2021/22,Burnley,19,5,6,8,18,25,19,2,8,9,16,28,38,7,14,17,34,53,-19,35,2021,17,21,28.11764705882353,8333333.333333333,125000000.0,15,0.642,21,14,0.368,0.246,1.496,0.895,1.395,0.49,8.0,1670.0,4.44,23.81,5.0,0.28
2021/22,Chelsea,19,9,7,3,37,22,19,12,4,3,39,11,38,21,11,6,76,33,43,74,2021,19,23,26.31578947368421,36416666.666666664,655500000.0,18,2.303,34,40,0.596,0.702,0.849,2.0,0.868,0.683,3.0,962.0,2.56,21.74,5.0,0.1129
2021/22,Crystal Palace,19,7,8,4,27,17,19,4,7,8,23,29,38,11,15,12,50,46,4,48,2021,17,21,26.705882352941178,13570588.235294119,230700000.0,17,1.087,29,19,0.509,0.333,1.529,1.316,1.211,0.558,7.0,1230.0,3.27,38.1,8.0,0.2081
2021/22,Everton,19,9,2,8,27,25,19,2,4,13,16,41,38,11,6,21,43,66,-23,39,2021,16,23,25.875,19875000.0,318000000.0,16,0.652,29,10,0.509,0.175,2.909,1.132,1.737,0.365,11.0,2808.0,7.49,43.48,10.0,0.1226
2021/22,Leeds,19,4,6,9,19,38,19,5,5,9,23,41,38,9,11,18,42,79,-37,38,2021,16,19,25.875,15750000.0,252000000.0,16,0.532,18,20,0.316,0.351,0.9,1.105,2.079,0.24,14.0,1728.0,4.61,21.05,4.0,0.1508
2021/22,Leicester,19,10,4,5,34,23,19,4,6,9,28,36,38,14,10,14,62,59,3,52,2021,20,24,25.75,21725000.0,434500000.0,20,1.051,34,18,0.596,0.316,1.886,1.632,1.553,0.433,6.0,2569.0,6.84,25.0,6.0,0.1197
2021/22,Liverpool,19,15,4,0,49,9,19,13,4,2,45,17,38,28,8,2,94,26,68,92,2021,15,21,27.133333333333333,49666666.666666664,745000000.0,15,3.615,49,43,0.86,0.754,1.141,2.474,0.684,0.75,10.0,1280.0,3.4,23.81,5.0,0.1235
2021/22,Man City,19,15,2,2,58,15,19,14,4,1,41,11,38,29,6,3,99,26,73,93,2021,18,19,27.0,50694444.44444445,912500000.0,18,3.808,47,46,0.825,0.807,1.022,2.605,0.684,0.75,11.0,164.0,0.44,5.26,1.0,0.1019
2021/22,Man United,19,10,5,4,32,22,19,6,5,8,25,35,38,16,10,12,57,57,0,58,2021,18,20,26.0,33277777.777777776,599000000.0,18,1.0,35,23,0.614,0.404,1.52,1.5,1.5,0.452,9.0,2582.0,6.87,30.0,6.0,0.0968
2021/22,Newcastle,19,8,6,5,26,27,19,5,4,10,18,35,38,13,10,15,44,62,-18,49,2021,21,25,26.904761904761905,12647619.047619049,265600000.0,21,0.71,30,19,0.526,0.333,1.58,1.158,1.632,0.404,3.0,0.0,0.0,24.0,6.0,0.1845
2021/22,Norwich,19,3,3,13,12,43,19,2,4,13,11,41,38,5,7,26,23,84,-61,22,2021,16,24,25.375,7166666.666666667,107500000.0,15,0.274,12,10,0.211,0.175,1.206,0.605,2.211,0.192,12.0,5727.0,15.23,66.67,16.0,0.2047
2021/22,Southampton,19,6,7,6,23,24,19,3,6,10,20,43,38,9,13,16,43,67,-24,40,2021,17,23,25.11764705882353,13333333.333333334,200000000.0,15,0.642,25,15,0.439,0.263,1.669,1.132,1.763,0.356,6.0,4177.0,11.12,34.78,8.0,0.2
2021/22,Tottenham,19,13,1,5,38,19,19,9,4,6,31,21,38,22,5,11,69,40,29,71,2021,16,21,25.25,28500000.0,399000000.0,14,1.725,40,31,0.702,0.544,1.29,1.816,1.053,0.615,9.0,1448.0,3.85,28.57,6.0,0.1779
2021/22,Watford,19,2,2,15,17,46,19,4,3,12,17,31,38,6,5,27,34,77,-43,23,2021,19,25,27.263157894736842,4540000.0,68100000.0,15,0.442,8,15,0.14,0.263,0.532,0.895,2.026,0.26,10.0,2547.0,6.78,72.0,18.0,0.3377
2021/22,West Ham,19,9,5,5,33,26,19,7,3,9,27,25,38,16,8,14,60,51,9,56,2021,15,20,27.4,21585714.285714287,302200000.0,14,1.176,32,24,0.561,0.421,1.333,1.579,1.342,0.51,7.0,12.0,0.03,10.0,2.0,0.1853
2021/22,Wolves,19,7,3,9,20,25,19,8,3,8,18,18,38,15,6,17,38,43,-5,51,2021,17,21,26.88235294117647,19038461.53846154,247500000.0,13,0.884,24,27,0.421,0.474,0.888,1.0,1.132,0.586,10.0,2901.0,7.73,19.05,4.0,0.2061
2022/23,Arsenal,19,14,3,2,53,25,19,12,3,4,35,18,38,26,6,6,88,43,45,84,2022,13,19,24.23076923076923,56833333.333333336,682000000.0,12,2.047,45,39,0.789,0.684,1.154,2.316,1.132,0.586,9.0,3183.0,8.46,36.84,7.0,0.1232
2022/23,Aston Villa,19,12,2,5,33,21,19,6,5,8,18,25,38,18,7,13,51,46,5,61,2022,14,18,26.428571428571427,25969230.769230768,337600000.0,13,1.109,38,23,0.667,0.404,1.651,1.342,1.211,0.558,12.0,136.0,0.36,16.67,3.0,0.1807
2022/23,Bournemouth,19,6,4,9,20,28,19,5,2,12,17,43,38,11,6,21,37,71,-34,39,2022,18,21,25.5,11233333.333333334,202200000.0,18,0.521,22,17,0.386,0.298,1.295,0.974,1.868,0.318,12.0,1549.0,4.12,66.67,14.0,0.1929
2022/23,Brentford,19,10,7,2,35,18,19,5,7,7,23,28,38,15,14,9,58,46,12,59,2022,15,21,25.533333333333335,20000000.0,280000000.0,14,1.261,37,22,0.649,0.386,1.681,1.526,1.211,0.558,8.0,2648.0,7.04,28.57,6.0,0.2107
2022/23,Brighton,19,10,4,5,37,21,19,8,4,7,35,32,38,18,8,12,72,53,19,62,2022,15,21,25.8,27533333.333333332,413000000.0,15,1.358,34,28,0.596,0.491,1.214,1.895,1.395,0.49,14.0,6968.0,18.52,42.86,9.0,0.1501
2022/23,Chelsea,19,6,7,6,20,19,19,5,4,10,18,28,38,11,11,16,38,47,-9,44,2022,19,29,25.526315789473685,37222222.222222224,670000000.0,18,0.809,25,19,0.439,0.333,1.318,1.0,1.237,0.548,10.0,2038.0,5.43,48.28,14.0,0.0657
2022/23,Crystal Palace,19,7,7,5,21,23,19,4,5,10,19,26,38,11,12,15,40,49,-9,45,2022,13,20,26.615384615384617,19476923.076923076,253200000.0,13,0.816,28,17,0.491,0.298,1.648,1.053,1.289,0.529,12.0,3058.0,8.15,20.0,4.0,0.1777
2022/23,Everton,19,6,3,10,16,27,19,2,9,8,18,30,38,8,12,18,34,57,-23,36,2022,16,21,26.0625,19933333.333333332,299000000.0,15,0.596,21,15,0.368,0.263,1.399,0.895,1.5,0.452,9.0,3825.0,10.18,42.86,9.0,0.1204
2022/23,Fulham,19,8,5,6,31,29,19,7,2,10,24,24,38,15,7,16,55,53,2,52,2022,15,19,27.666666666666668,14333333.333333334,215000000.0,15,1.038,29,23,0.509,0.404,1.26,1.447,1.395,0.49,9.0,100.0,0.27,57.89,11.0,0.2419
2022/23,Leeds,19,5,7,7,26,37,19,2,3,14,22,41,38,7,10,21,48,78,-30,31,2022,17,22,24.58823529411765,14047058.823529411,238800000.0,17,0.615,22,9,0.386,0.158,2.443,1.263,2.053,0.25,13.0,3792.0,10.09,50.0,11.0,0.1298
2022/23,Leicester,19,5,4,10,23,27,19,4,3,12,28,41,38,9,7,22,51,68,-17,34,2022,18,25,25.61111111111111,19194444.444444444,345500000.0,18,0.75,19,15,0.333,0.263,1.266,1.342,1.789,0.346,5.0,892.0,2.37,28.0,7.0,0.0984
2022/23,Liverpool,19,13,5,1,46,17,19,6,5,8,29,30,38,19,10,9,75,47,28,67,2022,19,23,26.94736842105263,36868421.05263158,700500000.0,19,1.596,44,23,0.772,0.404,1.911,1.974,1.237,0.548,9.0,2520.0,6.7,17.39,4.0,0.0956
2022/23,Man City,19,17,1,1,60,17,19,11,4,4,34,16,38,28,5,5,94,33,61,89,2022,18,21,26.555555555555557,58411764.705882356,993000000.0,17,2.848,52,37,0.912,0.649,1.405,2.474,0.868,0.683,10.0,1320.0,3.51,33.33,7.0,0.0896
2022/23,Man United,19,15,3,1,36,10,19,8,3,8,22,33,38,23,6,9,58,43,15,75,2022,17,23,26.058823529411764,36882352.941176474,627000000.0,17,1.349,48,27,0.842,0.474,1.776,1.526,1.132,0.586,8.0,1070.0,2.85,39.13,9.0,0.1196
2022/23,Newcastle,19,11,6,2,36,14,19,8,8,3,32,19,38,19,14,5,68,33,35,71,2022,14,19,26.428571428571427,31142857.14285714,436000000.0,14,2.061,39,32,0.684,0.561,1.219,1.789,0.868,0.683,3.0,425.0,1.13,26.32,5.0,0.1628
2022/23,Nott'm Forest,19,8,6,5,27,24,19,1,5,13,11,44,38,9,11,18,38,68,-30,38,2022,19,28,26.05263157894737,15183333.333333334,273300000.0,18,0.559,30,8,0.526,0.14,3.757,1.0,1.789,0.346,3.0,8.0,0.02,,,0.139
2022/23,Southampton,19,2,5,12,19,37,19,4,2,13,17,36,38,6,7,25,36,73,-37,25,2022,19,26,24.36842105263158,14875000.0,238000000.0,16,0.493,11,14,0.193,0.246,0.785,0.947,1.921,0.298,15.0,10314.0,27.42,46.15,12.0,0.105
2022/23,Tottenham,19,12,1,6,37,25,19,6,5,8,33,38,38,18,6,14,70,63,7,60,2022,17,20,26.941176470588236,28500000.0,427500000.0,15,1.111,37,23,0.649,0.404,1.606,1.842,1.658,0.394,7.0,238.0,0.63,30.0,6.0,0.1404
2022/23,West Ham,19,8,4,7,26,24,19,3,3,13,16,31,38,11,7,20,42,55,-13,40,2022,16,21,27.6875,26435714.285714287,370100000.0,14,0.764,28,12,0.491,0.211,2.327,1.105,1.447,0.471,5.0,38.0,0.1,38.1,8.0,0.1081
2022/23,Wolves,19,9,3,7,19,20,19,2,5,12,12,38,38,11,8,19,31,58,-27,41,2022,19,24,25.94736842105263,17766666.666666668,266500000.0,15,0.534,30,11,0.526,0.193,2.725,0.816,1.526,0.442,8.0,1993.0,5.32,45.83,11.0,0.1538
2023/24,Arsenal,19,15,2,2,48,16,19,13,3,3,43,13,38,28,5,5,91,29,62,89,2023,16,19,24.75,61666666.666666664,925000000.0,15,3.138,47,42,0.825,0.737,1.119,2.395,0.763,0.721,7.0,14.0,0.04,21.05,4.0,0.0962
2023/24,Aston Villa,19,12,4,3,48,28,19,8,4,7,28,33,38,20,8,10,76,61,15,68,2023,15,20,26.8,34133333.333333336,512000000.0,15,1.246,40,28,0.702,0.491,1.43,2.0,1.605,0.414,12.0,686.0,1.82,45.0,9.0,0.1328
2023/24,Bournemouth,19,7,6,6,27,28,19,6,3,10,27,39,38,13,9,16,54,67,-13,48,2023,16,21,24.6875,16633333.333333334,249500000.0,15,0.806,27,21,0.474,0.368,1.288,1.421,1.763,0.356,8.0,6315.0,16.81,38.1,8.0,0.1924
2023/24,Brentford,19,5,7,7,29,34,19,5,2,12,27,31,38,10,9,19,56,65,-9,39,2023,17,23,26.647058823529413,19312500.0,309000000.0,16,0.862,22,17,0.386,0.298,1.295,1.474,1.711,0.375,11.0,760.0,2.03,26.09,6.0,0.1262
2023/24,Brighton,19,8,6,5,30,27,19,4,6,9,25,35,38,12,12,14,55,62,-7,48,2023,18,27,24.77777777777778,21441176.470588237,364500000.0,17,0.887,30,18,0.526,0.316,1.665,1.447,1.632,0.404,19.0,8349.0,22.22,44.44,12.0,0.1317
2023/24,Burnley,19,2,4,13,19,43,19,3,5,11,22,35,38,5,9,24,41,78,-37,24,2023,18,25,23.555555555555557,10625000.0,170000000.0,16,0.526,10,14,0.175,0.246,0.711,1.079,2.053,0.25,6.0,6998.0,18.69,80.0,20.0,0.1412
2023/24,Chelsea,19,11,4,4,44,26,19,7,5,7,33,37,38,18,9,11,77,63,14,63,2023,17,22,23.647058823529413,39466666.666666664,592000000.0,15,1.222,37,26,0.649,0.456,1.423,2.026,1.658,0.394,27.0,4425.0,11.79,50.0,11.0,0.1064
2023/24,Crystal Palace,19,8,4,7,37,26,19,5,6,8,20,32,38,13,10,15,57,58,-1,49,2023,19,20,26.31578947368421,21342105.263157893,405500000.0,19,0.983,28,21,0.491,0.368,1.334,1.5,1.526,0.442,14.0,1821.0,4.84,25.0,5.0,0.1208
2023/24,Everton,19,8,4,7,22,18,19,5,5,9,18,33,38,13,9,16,40,51,-11,48,2023,15,19,26.266666666666666,21035714.285714287,294500000.0,14,0.784,28,20,0.491,0.351,1.399,1.053,1.342,0.51,7.0,443.0,1.18,31.58,6.0,0.163
2023/24,Fulham,19,9,2,8,31,24,19,4,6,9,24,37,38,13,8,17,55,61,-6,47,2023,18,21,28.0,16044444.444444444,288800000.0,18,0.902,29,18,0.509,0.316,1.611,1.447,1.605,0.414,7.0,75.0,0.2,28.57,6.0,0.1627
2023/24,Liverpool,19,15,3,1,49,17,19,9,7,3,37,24,38,24,10,4,86,41,45,82,2023,19,22,25.210526315789473,44263157.89473684,841000000.0,19,2.098,48,34,0.842,0.596,1.413,2.263,1.079,0.606,17.0,3446.0,9.21,31.82,7.0,0.0975
2023/24,Luton,19,4,4,11,28,37,19,2,4,13,24,48,38,6,8,24,52,85,-33,26,2023,19,25,26.36842105263158,6321052.631578947,120100000.0,19,0.612,16,10,0.281,0.175,1.606,1.368,2.237,0.183,8.0,84.0,0.22,,,0.2165
2023/24,Man City,19,14,5,0,51,16,19,14,2,3,45,18,38,28,7,3,96,34,62,91,2023,16,20,26.6875,73416666.66666667,881000000.0,12,2.824,47,44,0.825,0.772,1.069,2.526,0.895,0.673,7.0,1112.0,2.96,30.0,6.0,0.1033
2023/24,Man United,19,10,3,6,31,28,19,8,3,8,26,30,38,18,6,14,57,58,-1,60,2023,18,24,26.38888888888889,31888888.888888888,574000000.0,18,0.983,33,27,0.579,0.474,1.222,1.5,1.526,0.442,17.0,7197.0,19.13,37.5,9.0,0.1045
2023/24,Newcastle,19,12,4,3,49,22,19,6,2,11,36,40,38,18,6,14,85,62,23,60,2023,19,23,26.57894736842105,26083333.333333332,469500000.0,18,1.371,40,20,0.702,0.351,2.0,2.237,1.632,0.404,10.0,4377.0,11.64,34.78,8.0,0.1278
2023/24,Nott'm Forest,19,5,5,9,27,30,19,4,4,11,22,37,38,9,9,20,49,67,-18,36,2023,18,27,25.5,18088235.29411765,307500000.0,17,0.731,20,16,0.351,0.281,1.249,1.289,1.763,0.356,7.0,265.0,0.71,48.15,13.0,0.1171
2023/24,Sheffield United,19,2,4,13,19,57,19,1,3,15,16,47,38,3,7,28,35,104,-69,16,2023,17,27,25.0,4512500.0,54150000.0,12,0.337,10,6,0.175,0.105,1.667,0.921,2.737,0.0,14.0,4956.0,13.22,62.96,17.0,0.2955
2023/24,Tottenham,19,13,0,6,38,27,19,7,6,6,36,34,38,20,6,12,74,61,13,66,2023,16,20,24.8125,42000000.0,588000000.0,14,1.213,39,27,0.684,0.474,1.443,1.947,1.605,0.414,10.0,4539.0,12.12,45.0,9.0,0.1122
2023/24,West Ham,19,7,8,4,31,28,19,7,2,10,29,46,38,14,10,14,60,74,-14,52,2023,13,21,27.307692307692307,30166666.666666668,362000000.0,12,0.811,29,23,0.509,0.404,1.26,1.579,1.947,0.289,7.0,115.0,0.31,23.81,5.0,0.1436
2023/24,Wolves,19,8,3,8,26,30,19,5,4,10,24,35,38,13,7,18,50,65,-15,46,2023,15,19,26.466666666666665,20500000.0,246000000.0,12,0.769,27,19,0.474,0.333,1.423,1.316,1.711,0.375,15.0,1247.0,3.33,26.32,5.0,0.187
2024/25,Arsenal,18,10,6,2,34,17,17,8,7,2,30,14,35,18,13,4,64,31,33,67,2024,16,21,24.8125,58266666.666666664,874000000.0,15,2.065,36,31,0.667,0.608,1.097,1.829,0.886,0.676,12.0,2264.0,6.05,28.57,6.0,0.0767
2024/25,Aston Villa,18,10,7,1,32,20,17,7,2,8,23,29,35,17,9,9,55,49,6,60,2024,15,25,26.333333333333332,30266666.666666668,454000000.0,15,1.122,37,23,0.685,0.451,1.519,1.571,1.4,0.488,8.0,1240.0,3.31,44.0,11.0,0.1322
2024/25,Bournemouth,17,7,4,6,21,15,18,7,7,4,34,27,35,14,11,10,55,42,13,53,2024,15,20,25.133333333333333,24767857.14285714,346750000.0,14,1.31,25,28,0.49,0.519,0.944,1.571,1.2,0.562,14.0,6674.0,17.79,35.0,7.0,0.1528
2024/25,Brentford,18,9,4,5,38,32,17,6,3,8,24,21,35,15,7,13,62,53,9,52,2024,14,17,25.285714285714285,22307692.307692308,290000000.0,13,1.17,31,21,0.574,0.412,1.393,1.771,1.514,0.447,11.0,2067.0,5.5,17.65,3.0,0.1793
2024/25,Brighton,18,7,8,3,27,24,17,6,5,6,30,32,35,13,13,9,57,56,1,52,2024,17,22,24.294117647058822,26250000.0,420000000.0,16,1.018,29,23,0.537,0.451,1.191,1.629,1.6,0.415,16.0,9540.0,25.4,36.36,8.0,0.1238
2024/25,Chelsea,18,11,5,2,34,18,17,7,4,6,28,23,35,18,9,8,62,41,21,63,2024,16,21,23.625,45812500.0,733000000.0,16,1.512,38,25,0.704,0.49,1.437,1.771,1.171,0.572,10.0,1232.0,3.28,33.33,7.0,0.0859
2024/25,Crystal Palace,18,5,7,6,20,24,17,6,6,5,24,24,35,11,13,11,44,48,-4,46,2024,15,18,25.666666666666668,25428571.42857143,356000000.0,14,0.917,22,24,0.407,0.471,0.864,1.257,1.371,0.499,9.0,2037.0,5.43,33.33,6.0,0.1292
2024/25,Everton,18,4,9,5,24,23,17,4,6,7,12,20,35,8,15,12,36,43,-7,39,2024,17,21,27.470588235294116,18031250.0,288500000.0,16,0.837,21,18,0.389,0.353,1.102,1.029,1.229,0.551,9.0,183.0,0.49,33.33,7.0,0.1352
2024/25,Fulham,17,7,5,5,26,25,18,7,4,7,24,22,35,14,9,12,50,47,3,51,2024,16,20,27.3125,18812500.0,301000000.0,16,1.064,26,25,0.51,0.463,1.102,1.429,1.343,0.509,2.0,130.0,0.35,30.0,6.0,0.1694
2024/25,Ipswich,17,1,4,12,13,40,18,3,6,9,22,36,35,4,10,21,35,76,-41,22,2024,17,26,25.41176470588235,11593750.0,185500000.0,16,0.461,7,15,0.137,0.278,0.493,1.0,2.171,0.207,4.0,3452.0,9.23,100.0,26.0,0.1186
2024/25,Leicester,18,3,3,12,13,34,17,2,3,12,16,42,35,5,6,24,29,76,-47,21,2024,18,23,25.833333333333332,10100000.0,171700000.0,17,0.382,12,9,0.222,0.176,1.261,0.829,2.171,0.207,11.0,4422.0,11.75,60.87,14.0,0.1223
2024/25,Liverpool,17,14,2,1,39,13,18,11,5,2,42,22,35,25,7,3,81,35,46,82,2024,15,20,26.533333333333335,52733333.333333336,791000000.0,15,2.314,44,38,0.863,0.704,1.226,2.314,1.0,0.635,5.0,11.0,0.03,0.0,0.0,0.1037
2024/25,Man City,18,12,3,3,40,22,17,7,4,6,27,21,35,19,7,9,67,43,24,64,2024,17,24,26.88235294117647,47538461.538461536,618000000.0,13,1.558,39,25,0.722,0.49,1.473,1.914,1.229,0.551,11.0,4821.0,12.83,29.17,7.0,0.1036
2024/25,Man United,17,6,3,8,21,26,18,4,6,8,21,25,35,10,9,16,42,51,-9,39,2024,17,24,25.0,34705882.35294118,590000000.0,17,0.824,21,18,0.412,0.333,1.237,1.2,1.457,0.468,16.0,6882.0,18.36,33.33,8.0,0.0661
2024/25,Newcastle,17,11,2,4,38,19,18,8,4,6,28,26,35,19,6,10,66,45,21,63,2024,15,21,27.133333333333333,35071428.571428575,491000000.0,14,1.467,35,28,0.686,0.519,1.322,1.886,1.286,0.53,6.0,2636.0,7.02,4.76,1.0,0.1283
2024/25,Nott'm Forest,17,9,4,4,24,13,18,9,3,6,30,29,35,18,7,10,54,42,12,61,2024,14,18,25.571428571428573,24928571.42857143,349000000.0,14,1.286,31,30,0.608,0.556,1.094,1.543,1.2,0.562,2.0,30.0,0.08,33.33,6.0,0.1748
2024/25,Southampton,17,1,2,14,12,45,18,1,3,14,13,37,35,2,5,28,25,82,-57,11,2024,17,27,24.941176470588236,11764705.88235294,200000000.0,17,0.305,5,6,0.098,0.111,0.883,0.714,2.343,0.144,8.0,6617.0,17.63,66.67,18.0,0.055
2024/25,Tottenham,17,6,3,8,34,29,18,5,2,11,29,28,35,11,5,19,63,57,6,38,2024,19,26,24.157894736842106,35055555.55555555,631000000.0,18,1.105,21,17,0.412,0.315,1.308,1.8,1.629,0.405,16.0,5149.0,13.69,38.46,10.0,0.0602
2024/25,West Ham,18,5,5,8,22,32,17,4,5,8,18,27,35,9,10,16,40,59,-19,37,2024,16,21,28.125,20923076.923076924,272000000.0,13,0.678,20,17,0.37,0.333,1.111,1.143,1.686,0.384,6.0,1021.0,2.72,38.1,8.0,0.136
2024/25,Wolves,17,6,2,9,26,29,18,6,3,9,25,33,35,12,5,18,51,62,-11,41,2024,16,22,27.0625,19600000.0,294000000.0,15,0.823,20,21,0.392,0.389,1.008,1.457,1.771,0.353,8.0,312.0,0.83,36.36,8.0,0.1395
